Age,Salary,Gender,Marital Status,Years of Experience
58,144186,Prefer Not to Say,Single,24
55,36114,Male,Single,14
35,100626,Prefer Not to Say,Divorced,20
47,93337,Prefer Not to Say,Divorced,11
31,180510,Female,Married,1
35,160749,Male,Single,14
22,175762,Female,Single,20
56,32861,Prefer Not to Say,Married,22
35,71393,Male,Married,9
43,87957,Male,Married,22
43,82866,Female,Married,11
64,91553,Male,Married,1
25,80833,Prefer Not to Say,Married,14
55,149632,Male,Single,24
26,25262,Female,Single,8
21,108176,Prefer Not to Say,Divorced,10
20,72012,Prefer Not to Say,Divorced,16
44,187984,Male,Divorced,10
25,181842,Female,Married,20
35,37364,Prefer Not to Say,Single,9
57,184535,Male,Single,6
22,156181,Female,Single,6
34,160234,Prefer Not to Say,Married,13
19,153065,Prefer Not to Say,Single,17
20,39208,Prefer Not to Say,Married,19
35,41446,Male,Married,7
32,40932,Male,Single,25
22,171387,Male,Single,19
27,121410,Female,Married,25
44,54215,Female,Single,13
64,167227,Male,Married,15
60,57566,Prefer Not to Say,Divorced,4
62,58263,Prefer Not to Say,Married,4
47,60214,Male,Single,18
65,111921,Female,Married,24
28,184542,Male,Divorced,9
63,162656,Female,Single,16
26,5116,Prefer Not to Say,Married,16
42,172884,Prefer Not to Say,Married,11
20,164451,Prefer Not to Say,Married,4
46,18749,Female,Single,9
40,133987,Prefer Not to Say,Single,12
61,172845,Prefer Not to Say,Divorced,17
21,160569,Male,Single,25
59,176426,Female,Married,2
57,79001,Male,Single,20
40,144823,Prefer Not to Say,Divorced,14
35,19132,Female,Married,23
36,74251,Male,Single,15
46,91124,Female,Single,14
32,25056,Prefer Not to Say,Single,21
57,19290,Male,Single,10
60,154793,Male,Divorced,19
57,18951,Female,Divorced,8
55,152849,Female,Married,13
56,118644,Prefer Not to Say,Married,14
54,66531,Female,Single,6
26,33442,Prefer Not to Say,Married,6
35,120886,Prefer Not to Say,Single,25
21,161786,Female,Single,18
34,96873,Prefer Not to Say,Married,22
20,171941,Female,Divorced,18
40,107143,Male,Single,24
41,70854,Prefer Not to Say,Married,25
37,196063,Prefer Not to Say,Divorced,13
42,44042,Prefer Not to Say,Married,9
42,67347,Female,Divorced,8
35,95613,Female,Single,23
22,81785,Male,Divorced,7
57,87682,Prefer Not to Say,Single,2
52,187002,Male,Single,24
34,159597,Prefer Not to Say,Divorced,25
43,25350,Female,Divorced,17
42,96643,Female,Married,2
58,30302,Male,Single,23
48,18096,Female,Single,15
59,166419,Male,Divorced,4
62,198082,Male,Single,5
18,163338,Male,Married,4
29,45335,Male,Single,17
60,80327,Female,Divorced,12
20,124784,Prefer Not to Say,Married,21
20,63947,Prefer Not to Say,Divorced,18
35,21208,Male,Divorced,14
21,59551,Female,Married,18
22,137713,Male,Divorced,4
32,27220,Female,Married,24
43,127392,Female,Divorced,9
21,84192,Female,Divorced,2
40,83518,Male,Divorced,8
34,100460,Female,Divorced,24
64,150702,Prefer Not to Say,Single,15
40,163120,Male,Single,25
57,169008,Female,Divorced,16
23,156744,Female,Married,12
35,137230,Female,Married,3
20,105708,Female,Single,16
59,87100,Female,Divorced,21
28,121181,Male,Married,17
64,118579,Female,Divorced,8
34,12791,Male,Married,11
29,22382,Prefer Not to Say,Single,11
22,184574,Male,Single,17
55,106217,Male,Single,8
25,40474,Prefer Not to Say,Married,12
53,140301,Female,Divorced,22
49,87525,Female,Single,24
22,58151,Male,Married,19
64,114760,Prefer Not to Say,Divorced,22
25,187089,Male,Married,11
50,172814,Male,Single,21
59,183436,Prefer Not to Say,Divorced,16
36,115018,Male,Single,4
57,126302,Female,Married,14
32,161073,Female,Divorced,14
25,62310,Male,Married,5
19,63789,Prefer Not to Say,Married,23
37,150915,Female,Single,6
49,105346,Prefer Not to Say,Single,14
21,20268,Female,Married,3
65,65492,Female,Divorced,5
62,88152,Female,Divorced,8
26,195807,Prefer Not to Say,Divorced,1
42,108923,Prefer Not to Say,Divorced,8
39,77236,Prefer Not to Say,Single,20
33,186211,Prefer Not to Say,Single,16
62,153524,Prefer Not to Say,Single,22
59,55850,Male,Single,23
34,175716,Male,Single,1
52,18339,Male,Single,1
46,184983,Female,Single,18
22,61033,Female,Divorced,23
47,173889,Male,Single,10
46,33574,Male,Divorced,18
40,35645,Male,Married,3
26,158158,Male,Married,9
49,52997,Male,Divorced,8
41,6591,Male,Married,20
50,199973,Male,Divorced,19
48,124204,Prefer Not to Say,Married,14
57,54002,Female,Married,24
18,8661,Male,Divorced,18
36,120906,Female,Divorced,8
18,91186,Male,Single,7
29,12497,Prefer Not to Say,Single,21
28,155458,Prefer Not to Say,Single,7
45,189144,Prefer Not to Say,Divorced,10
19,38006,Female,Married,7
40,41033,Prefer Not to Say,Married,1
31,39214,Female,Married,14
46,140936,Female,Single,6
64,22660,Male,Married,24
62,84375,Prefer Not to Say,Married,18
53,93164,Prefer Not to Say,Single,14
22,104669,Female,Single,5
27,126401,Female,Single,6
38,154413,Male,Divorced,18
43,128944,Prefer Not to Say,Single,23
65,76170,Female,Single,10
48,103220,Female,Single,6
37,175093,Prefer Not to Say,Single,21
50,94091,Female,Married,23
32,159932,Male,Single,9
64,199457,Male,Divorced,16
53,182960,Male,Divorced,25
60,171291,Female,Divorced,4
53,168234,Prefer Not to Say,Single,15
57,34436,Prefer Not to Say,Single,2
29,83372,Prefer Not to Say,Single,4
36,136706,Prefer Not to Say,Single,2
59,33442,Female,Married,2
22,6123,Prefer Not to Say,Married,22
19,47857,Prefer Not to Say,Married,14
19,191641,Prefer Not to Say,Married,14
55,125139,Female,Single,20
64,191829,Female,Married,21
63,36960,Female,Divorced,18
26,167330,Male,Divorced,6
46,106494,Female,Divorced,5
48,107152,Prefer Not to Say,Married,9
59,120946,Male,Divorced,19
33,13202,Female,Single,2
29,23261,Male,Single,8
61,155191,Female,Divorced,23
19,90700,Male,Divorced,9
37,52519,Female,Married,20
34,127223,Prefer Not to Say,Married,25
33,127175,Female,Single,13
18,9133,Prefer Not to Say,Married,12
31,199439,Male,Divorced,18
26,136877,Male,Single,12
30,167260,Prefer Not to Say,Divorced,14
47,184815,Male,Divorced,23
25,126811,Female,Married,16
31,94702,Male,Married,1
19,37903,Male,Married,2
50,115947,Female,Divorced,7
26,103858,Prefer Not to Say,Divorced,16
54,164488,Male,Married,10
52,97967,Male,Divorced,7
22,111758,Female,Single,1
33,109498,Prefer Not to Say,Divorced,20
60,66646,Female,Married,8
59,50336,Female,Married,25
48,101051,Female,Divorced,13
23,49111,Prefer Not to Say,Married,8
34,37175,Female,Married,1
52,173741,Female,Single,16
43,78936,Male,Divorced,19
57,143924,Female,Married,2
51,183344,Female,Single,24
36,46409,Prefer Not to Say,Divorced,7
39,81096,Female,Single,4
49,48908,Male,Married,1
45,140368,Female,Married,22
36,133948,Prefer Not to Say,Divorced,5
63,156706,Male,Single,2
43,171184,Male,Divorced,7
32,143782,Male,Single,9
26,74332,Male,Single,15
25,73950,Male,Single,25
54,94356,Prefer Not to Say,Single,9
36,71750,Male,Married,23
31,110062,Male,Divorced,12
62,63778,Female,Single,23
59,185541,Male,Married,24
31,140095,Prefer Not to Say,Single,8
46,138944,Male,Married,25
56,78204,Female,Divorced,8
33,136836,Prefer Not to Say,Married,9
26,160170,Male,Divorced,18
31,126077,Male,Married,11
36,125055,Prefer Not to Say,Married,9
32,130669,Male,Divorced,22
43,167613,Prefer Not to Say,Divorced,3
38,151349,Male,Married,8
63,125615,Prefer Not to Say,Married,19
26,142511,Male,Divorced,7
29,114976,Female,Married,17
29,6689,Female,Single,13
22,120324,Prefer Not to Say,Divorced,21
57,11591,Female,Divorced,11
19,179038,Male,Married,18
50,89266,Prefer Not to Say,Single,15
43,92675,Male,Divorced,21
48,26991,Female,Single,8
40,147859,Male,Divorced,3
20,187000,Prefer Not to Say,Single,20
37,192840,Female,Married,15
20,119270,Male,Married,15
33,193407,Female,Divorced,21
48,180046,Male,Divorced,1
47,189735,Female,Single,9
21,10722,Prefer Not to Say,Divorced,25
52,61032,Female,Married,23
18,30052,Female,Single,5
50,74671,Male,Married,11
55,35770,Male,Married,23
49,93805,Female,Single,16
55,79443,Prefer Not to Say,Married,1
34,125291,Male,Divorced,10
28,53706,Female,Single,2
57,46988,Male,Divorced,11
62,16757,Female,Single,10
24,103632,Female,Married,7
28,83198,Female,Single,7
57,130820,Male,Divorced,15
62,28469,Male,Married,10
58,41290,Female,Divorced,1
33,169362,Female,Married,19
56,111907,Female,Single,9
39,30678,Female,Single,23
24,194844,Male,Single,10
51,6946,Female,Married,18
25,143139,Female,Single,24
41,179681,Female,Married,2
42,73824,Prefer Not to Say,Married,6
21,127691,Male,Divorced,14
48,188943,Prefer Not to Say,Divorced,4
22,191571,Female,Divorced,2
59,131694,Female,Single,5
64,78213,Female,Single,4
29,77622,Prefer Not to Say,Married,17
34,16186,Male,Divorced,25
48,176606,Prefer Not to Say,Single,3
59,28252,Female,Married,20
56,184751,Male,Single,3
20,173287,Prefer Not to Say,Single,16
53,79708,Female,Divorced,7
19,187075,Prefer Not to Say,Married,9
21,190244,Male,Married,5
43,34032,Male,Married,6
18,176619,Female,Divorced,24
48,54194,Female,Divorced,5
62,157410,Prefer Not to Say,Married,21
39,195569,Female,Single,2
45,121450,Male,Divorced,14
62,197013,Female,Divorced,17
24,24771,Prefer Not to Say,Single,23
39,122816,Male,Divorced,7
52,7740,Prefer Not to Say,Divorced,16
63,129470,Prefer Not to Say,Divorced,10
37,26001,Male,Married,23
46,183094,Prefer Not to Say,Single,21
28,154286,Male,Married,7
44,157214,Female,Single,11
49,158144,Prefer Not to Say,Single,22
31,155564,Prefer Not to Say,Divorced,15
29,138272,Female,Divorced,2
18,75211,Male,Married,22
37,163748,Female,Married,20
65,46110,Male,Single,24
51,160898,Male,Divorced,5
24,39670,Female,Single,24
47,108724,Male,Divorced,3
27,74801,Prefer Not to Say,Divorced,24
21,68393,Male,Married,11
27,22909,Male,Married,4
46,108421,Female,Divorced,12
59,78773,Male,Single,25
20,34507,Male,Divorced,13
37,70768,Male,Married,14
50,23311,Male,Single,11
63,135624,Prefer Not to Say,Single,22
28,172004,Prefer Not to Say,Married,4
57,47151,Male,Single,1
29,98381,Prefer Not to Say,Single,16
49,173834,Female,Married,12
58,149697,Female,Divorced,24
46,36193,Male,Married,14
40,96709,Male,Divorced,11
43,13515,Female,Single,25
23,193871,Male,Divorced,6
54,8537,Male,Married,14
63,171759,Prefer Not to Say,Divorced,19
36,54531,Male,Single,5
19,93737,Male,Married,20
35,64633,Prefer Not to Say,Divorced,16
32,168215,Prefer Not to Say,Divorced,7
56,146338,Male,Divorced,10
53,134749,Prefer Not to Say,Single,16
58,140038,Male,Married,25
26,145826,Prefer Not to Say,Single,5
20,154883,Female,Married,8
37,151450,Male,Divorced,3
44,139745,Prefer Not to Say,Married,15
64,137190,Male,Single,22
27,191964,Female,Divorced,12
54,195513,Prefer Not to Say,Divorced,20
30,12770,Male,Divorced,3
38,21459,Prefer Not to Say,Single,9
43,39997,Male,Married,20
44,171324,Prefer Not to Say,Married,18
32,71080,Male,Single,11
60,155382,Male,Married,4
29,128940,Female,Divorced,21
24,17163,Female,Single,24
56,32667,Prefer Not to Say,Married,4
21,80018,Male,Married,6
29,74161,Female,Married,21
43,191468,Female,Divorced,12
41,72513,Prefer Not to Say,Divorced,25
62,100310,Female,Single,12
62,9039,Female,Divorced,20
60,104738,Female,Single,4
24,26532,Male,Divorced,4
21,135439,Prefer Not to Say,Married,25
38,149758,Male,Married,23
32,38007,Female,Single,22
43,43094,Prefer Not to Say,Married,7
54,52728,Female,Divorced,13
64,129939,Male,Married,21
46,95759,Prefer Not to Say,Divorced,2
34,75669,Prefer Not to Say,Married,3
57,142778,Male,Single,21
34,10060,Prefer Not to Say,Married,16
43,34636,Prefer Not to Say,Single,1
34,155950,Prefer Not to Say,Single,15
43,123616,Female,Single,2
22,143807,Female,Divorced,14
42,133325,Female,Single,13
20,157847,Prefer Not to Say,Single,9
57,82209,Male,Single,10
62,47755,Female,Single,8
64,184182,Male,Divorced,14
18,89557,Prefer Not to Say,Married,1
65,91255,Male,Divorced,4
63,177004,Prefer Not to Say,Single,15
53,87995,Female,Married,10
45,80183,Prefer Not to Say,Married,18
39,92883,Female,Married,10
45,49231,Female,Single,21
23,185711,Male,Married,24
28,149013,Male,Married,2
54,187909,Male,Divorced,6
58,108116,Prefer Not to Say,Divorced,17
56,60708,Male,Divorced,8
50,96618,Prefer Not to Say,Single,11
28,141077,Male,Divorced,12
21,102819,Female,Married,4
52,167932,Male,Divorced,15
40,81900,Prefer Not to Say,Divorced,22
63,136972,Female,Divorced,18
29,192280,Prefer Not to Say,Single,5
64,53800,Female,Single,24
60,97273,Male,Divorced,2
49,101223,Female,Single,14
21,65518,Female,Married,7
50,90343,Female,Divorced,15
62,14526,Prefer Not to Say,Married,5
21,44494,Female,Single,10
38,165169,Male,Single,23
56,96186,Prefer Not to Say,Single,2
35,179978,Female,Married,3
31,17236,Male,Single,25
53,63610,Female,Married,11
31,12507,Prefer Not to Say,Single,7
63,24941,Prefer Not to Say,Married,24
47,79686,Prefer Not to Say,Single,10
34,52017,Female,Divorced,21
33,77919,Prefer Not to Say,Divorced,24
24,147274,Female,Single,3
49,27991,Female,Married,3
31,31154,Prefer Not to Say,Single,10
36,72928,Prefer Not to Say,Married,9
38,124110,Male,Single,9
30,136860,Female,Married,8
65,183846,Prefer Not to Say,Divorced,23
50,53553,Prefer Not to Say,Divorced,18
57,154184,Prefer Not to Say,Married,13
55,188113,Female,Single,24
31,154198,Prefer Not to Say,Married,19
35,134788,Male,Married,25
18,158259,Prefer Not to Say,Married,9
44,78160,Male,Divorced,19
49,116669,Male,Married,19
23,187231,Male,Divorced,10
48,29767,Prefer Not to Say,Divorced,15
40,33304,Female,Single,20
41,54433,Male,Divorced,25
57,80197,Female,Married,6
41,18094,Male,Divorced,17
54,188586,Prefer Not to Say,Married,9
41,14343,Male,Divorced,15
48,199468,Male,Married,14
61,47177,Prefer Not to Say,Single,13
50,56469,Male,Divorced,13
57,109478,Male,Married,22
29,95007,Prefer Not to Say,Single,20
50,39917,Female,Divorced,18
47,143125,Prefer Not to Say,Divorced,8
32,145717,Female,Married,10
44,189333,Female,Married,8
31,127758,Female,Married,14
59,145740,Female,Divorced,13
36,23589,Male,Married,11
55,151439,Female,Single,8
38,53476,Female,Divorced,16
35,102514,Prefer Not to Say,Married,12
47,18407,Female,Single,16
25,34419,Prefer Not to Say,Single,5
60,14787,Prefer Not to Say,Married,11
59,185071,Female,Divorced,1
29,145223,Female,Married,14
29,13296,Female,Married,21
38,62404,Female,Single,23
45,60504,Male,Single,10
32,159965,Male,Divorced,20
29,141474,Prefer Not to Say,Divorced,12
27,6178,Female,Divorced,11
61,126500,Prefer Not to Say,Single,2
58,54575,Female,Divorced,24
64,35770,Male,Divorced,21
31,50688,Prefer Not to Say,Married,10
27,172629,Male,Divorced,18
33,7584,Female,Single,16
35,12365,Prefer Not to Say,Divorced,1
33,28844,Female,Single,19
62,34198,Male,Married,18
64,179461,Prefer Not to Say,Divorced,16
25,128938,Prefer Not to Say,Married,2
50,75182,Male,Married,25
48,11373,Prefer Not to Say,Single,1
61,29939,Female,Single,11
25,125762,Female,Single,17
38,5840,Male,Single,12
36,92450,Female,Single,24
59,105669,Female,Single,14
38,19958,Female,Divorced,21
33,180185,Male,Divorced,22
42,8446,Female,Single,19
64,25638,Prefer Not to Say,Single,10
50,174963,Male,Divorced,8
60,195156,Male,Married,11
46,74818,Female,Divorced,11
50,108021,Prefer Not to Say,Married,5
62,183472,Female,Married,8
29,161303,Female,Single,23
65,123393,Prefer Not to Say,Divorced,8
30,38305,Female,Single,7
58,102615,Male,Divorced,12
37,114823,Male,Married,1
64,111743,Prefer Not to Say,Single,24
27,152810,Male,Divorced,13
40,45574,Female,Single,15
64,86993,Prefer Not to Say,Divorced,21
24,126088,Prefer Not to Say,Divorced,10
58,127293,Prefer Not to Say,Married,6
41,134409,Female,Divorced,6
51,189737,Female,Married,3
31,14057,Female,Single,9
43,25642,Female,Single,7
58,97218,Prefer Not to Say,Married,22
65,140702,Prefer Not to Say,Divorced,14
63,52198,Female,Married,22
31,196580,Male,Single,20
63,19992,Female,Divorced,20
22,10185,Prefer Not to Say,Married,2
51,26497,Male,Single,3
56,109166,Prefer Not to Say,Single,16
60,107505,Male,Married,19
47,32539,Male,Divorced,17
37,118069,Prefer Not to Say,Single,2
34,195612,Male,Married,15
52,10068,Female,Single,14
30,88232,Prefer Not to Say,Married,12
47,106632,Male,Single,19
21,172113,Prefer Not to Say,Divorced,12
65,57675,Prefer Not to Say,Married,11
30,150882,Prefer Not to Say,Single,7
39,27263,Prefer Not to Say,Married,21
52,133265,Female,Married,17
59,37824,Male,Married,24
56,134650,Female,Divorced,17
40,42623,Female,Divorced,3
58,93332,Female,Married,16
36,157244,Prefer Not to Say,Married,23
52,136603,Prefer Not to Say,Married,15
32,157822,Prefer Not to Say,Single,10
27,42265,Male,Single,18
55,152801,Male,Single,21
24,147378,Female,Married,25
33,179060,Female,Divorced,10
24,29069,Female,Married,16
39,124302,Female,Divorced,4
52,17705,Female,Single,9
43,69161,Prefer Not to Say,Married,17
63,165159,Female,Married,10
31,153320,Prefer Not to Say,Married,23
48,29432,Prefer Not to Say,Divorced,3
20,171241,Prefer Not to Say,Married,3
39,192152,Male,Married,15
35,55470,Prefer Not to Say,Divorced,11
61,57932,Prefer Not to Say,Single,4
45,41582,Male,Married,6
52,13063,Prefer Not to Say,Divorced,23
48,108291,Prefer Not to Say,Married,8
48,141289,Prefer Not to Say,Married,22
32,7819,Prefer Not to Say,Single,18
28,87289,Male,Single,2
25,56753,Male,Single,14
27,139934,Prefer Not to Say,Single,9
38,132144,Female,Single,19
45,69014,Female,Single,1
58,170085,Prefer Not to Say,Divorced,11
36,64142,Male,Divorced,5
52,50120,Prefer Not to Say,Married,20
22,119347,Female,Married,3
42,190652,Male,Single,24
60,66800,Female,Single,4
50,173367,Female,Single,6
59,198218,Prefer Not to Say,Married,15
41,139077,Prefer Not to Say,Divorced,23
41,138317,Female,Married,10
43,165135,Female,Divorced,18
48,27055,Prefer Not to Say,Single,16
30,151549,Prefer Not to Say,Divorced,4
34,63619,Male,Married,6
36,92650,Female,Married,12
42,36691,Female,Single,24
29,11468,Female,Married,15
49,187718,Prefer Not to Say,Divorced,2
31,119703,Prefer Not to Say,Divorced,9
22,85429,Male,Married,25
35,102438,Female,Single,7
44,138716,Female,Married,8
38,156346,Prefer Not to Say,Divorced,19
59,140509,Female,Married,10
23,159449,Female,Married,17
58,60438,Prefer Not to Say,Divorced,6
50,38990,Female,Single,11
62,28387,Female,Divorced,9
63,10265,Prefer Not to Say,Divorced,2
35,52084,Prefer Not to Say,Divorced,14
20,107874,Female,Married,22
41,33452,Female,Single,16
31,20783,Male,Married,7
57,33639,Female,Divorced,22
27,196635,Prefer Not to Say,Single,14
39,39280,Male,Single,21
42,162938,Prefer Not to Say,Divorced,8
64,49706,Female,Married,13
42,9063,Prefer Not to Say,Single,2
18,193676,Male,Single,11
54,112297,Prefer Not to Say,Single,8
64,107034,Female,Divorced,8
53,64470,Prefer Not to Say,Single,17
63,165813,Female,Married,9
46,103610,Female,Divorced,10
64,96021,Male,Divorced,7
37,133158,Female,Married,10
65,5135,Prefer Not to Say,Divorced,1
25,131174,Female,Divorced,11
41,37970,Male,Married,6
44,117410,Female,Divorced,14
20,70450,Prefer Not to Say,Married,24
31,188085,Male,Married,14
42,186897,Female,Divorced,4
30,153554,Prefer Not to Say,Single,20
29,155286,Prefer Not to Say,Divorced,18
49,41488,Female,Divorced,18
57,55259,Prefer Not to Say,Divorced,14
30,33430,Male,Single,19
45,96501,Male,Single,1
50,174450,Prefer Not to Say,Divorced,6
33,174421,Male,Divorced,9
58,11059,Prefer Not to Say,Single,1
49,156633,Female,Divorced,4
38,181998,Female,Divorced,5
51,182304,Female,Single,22
40,21387,Prefer Not to Say,Single,10
45,100153,Prefer Not to Say,Married,9
34,197287,Prefer Not to Say,Divorced,18
63,11728,Female,Single,23
22,34115,Male,Single,11
45,25303,Male,Married,5
56,110834,Male,Divorced,9
27,46242,Prefer Not to Say,Married,12
45,151959,Female,Single,10
54,142231,Female,Divorced,4
62,101295,Prefer Not to Say,Married,23
51,140267,Prefer Not to Say,Divorced,21
59,44905,Male,Divorced,14
26,139180,Female,Divorced,1
37,104559,Prefer Not to Say,Divorced,16
19,101762,Male,Divorced,24
43,90915,Prefer Not to Say,Divorced,23
29,141585,Male,Married,7
58,135118,Prefer Not to Say,Divorced,17
64,61977,Prefer Not to Say,Single,17
48,92994,Male,Divorced,15
32,135091,Female,Single,22
26,132657,Male,Married,6
60,73265,Female,Divorced,6
25,74400,Male,Married,22
60,126290,Male,Divorced,22
29,45110,Female,Married,18
45,84413,Prefer Not to Say,Married,15
52,191586,Prefer Not to Say,Divorced,10
65,54376,Prefer Not to Say,Married,14
25,138448,Male,Divorced,1
24,43235,Prefer Not to Say,Divorced,5
64,16665,Male,Divorced,5
48,122517,Prefer Not to Say,Married,6
26,14916,Female,Divorced,21
18,159865,Prefer Not to Say,Divorced,19
22,197130,Female,Single,23
34,49387,Prefer Not to Say,Married,4
19,126480,Male,Married,2
44,109581,Male,Single,24
32,104105,Female,Single,21
34,187255,Prefer Not to Say,Married,3
26,12957,Female,Divorced,18
56,25138,Male,Divorced,20
39,161838,Female,Married,13
28,147494,Prefer Not to Say,Single,23
19,132656,Male,Divorced,17
50,115974,Female,Married,7
21,168897,Prefer Not to Say,Married,19
30,159199,Prefer Not to Say,Married,25
56,37998,Female,Divorced,22
53,106882,Male,Single,14
19,49676,Female,Divorced,22
32,38385,Female,Married,4
57,18779,Prefer Not to Say,Single,16
26,65229,Female,Divorced,15
29,189287,Female,Single,19
60,42165,Prefer Not to Say,Single,17
49,95411,Female,Married,11
28,163033,Prefer Not to Say,Married,21
64,28211,Female,Single,17
59,122670,Prefer Not to Say,Divorced,21
49,59052,Female,Married,8
37,11381,Female,Divorced,24
38,7113,Prefer Not to Say,Married,13
44,24848,Prefer Not to Say,Married,2
37,116956,Male,Married,6
35,141263,Prefer Not to Say,Single,21
34,49882,Prefer Not to Say,Divorced,4
30,94656,Male,Married,23
20,10426,Female,Single,12
27,34840,Female,Single,20
45,111713,Prefer Not to Say,Single,22
31,35534,Female,Married,10
22,119117,Female,Divorced,1
27,146124,Male,Married,19
42,15632,Female,Married,6
42,40145,Female,Single,12
25,30989,Prefer Not to Say,Single,2
29,77392,Female,Married,22
46,151057,Female,Divorced,15
39,165998,Male,Single,25
43,74278,Male,Married,7
29,52122,Female,Divorced,7
65,49807,Prefer Not to Say,Single,11
36,46624,Prefer Not to Say,Married,6
32,109532,Male,Single,25
38,17020,Female,Single,5
37,169362,Prefer Not to Say,Single,11
31,53523,Female,Divorced,20
52,107477,Prefer Not to Say,Single,7
51,28741,Male,Single,6
54,154903,Male,Divorced,23
40,116548,Male,Divorced,12
33,153121,Male,Married,20
20,22783,Female,Married,8
48,97324,Male,Divorced,10
44,18322,Female,Married,9
57,196041,Prefer Not to Say,Single,15
24,189816,Female,Married,10
62,104078,Male,Divorced,24
40,82018,Male,Single,3
34,38344,Female,Divorced,19
40,72977,Prefer Not to Say,Married,22
38,125796,Female,Single,19
52,185579,Male,Divorced,9
64,137441,Male,Single,12
48,115222,Female,Single,11
41,185363,Male,Divorced,17
65,10843,Prefer Not to Say,Single,11
63,22500,Male,Divorced,23
23,118115,Prefer Not to Say,Divorced,4
42,153483,Prefer Not to Say,Married,14
37,75492,Male,Divorced,4
24,8369,Female,Divorced,5
19,172338,Female,Single,15
45,28496,Female,Married,18
54,12735,Prefer Not to Say,Married,4
39,185170,Female,Married,15
45,46752,Female,Divorced,19
32,53895,Male,Married,24
24,61128,Prefer Not to Say,Divorced,18
44,186855,Female,Married,10
65,100014,Prefer Not to Say,Divorced,14
38,158961,Female,Married,12
53,12316,Prefer Not to Say,Divorced,5
46,78752,Prefer Not to Say,Married,11
63,8182,Male,Divorced,23
23,135929,Female,Married,3
59,155367,Prefer Not to Say,Single,4
49,142613,Female,Single,10
64,45135,Female,Married,9
36,121298,Male,Single,22
32,176956,Female,Divorced,23
35,122490,Male,Single,23
63,93714,Female,Married,3
34,116898,Male,Divorced,19
50,197926,Prefer Not to Say,Married,22
55,23878,Prefer Not to Say,Divorced,9
44,81042,Female,Married,23
61,173068,Male,Married,20
34,166099,Female,Divorced,2
22,172706,Prefer Not to Say,Divorced,19
46,192311,Female,Divorced,18
54,137384,Male,Married,23
45,99284,Prefer Not to Say,Divorced,21
42,51440,Male,Divorced,15
46,66357,Male,Single,3
35,89634,Male,Divorced,16
55,87913,Prefer Not to Say,Married,3
41,120127,Prefer Not to Say,Single,15
33,71490,Female,Divorced,20
40,24214,Male,Divorced,4
25,132103,Male,Married,9
32,58072,Prefer Not to Say,Single,7
65,92445,Male,Married,13
23,59024,Female,Divorced,7
19,178436,Prefer Not to Say,Divorced,8
38,146915,Prefer Not to Say,Divorced,4
37,126626,Male,Divorced,3
54,101683,Male,Single,25
20,141667,Female,Married,15
45,190109,Male,Divorced,20
29,119126,Male,Divorced,16
63,64993,Prefer Not to Say,Single,24
29,50652,Female,Married,4
55,22692,Male,Married,22
49,179091,Male,Married,3
52,191643,Prefer Not to Say,Single,14
26,79661,Female,Single,2
43,5910,Prefer Not to Say,Single,20
54,184714,Male,Single,1
62,71004,Prefer Not to Say,Married,3
62,85611,Female,Single,2
48,46106,Prefer Not to Say,Single,24
18,52974,Female,Married,18
31,130907,Male,Single,6
49,56501,Male,Single,9
39,151661,Male,Divorced,25
49,79901,Prefer Not to Say,Married,14
30,152667,Female,Single,20
54,148766,Female,Married,1
20,48875,Prefer Not to Say,Married,14
31,31607,Prefer Not to Say,Married,25
43,189872,Prefer Not to Say,Married,17
47,180959,Female,Single,9
25,73059,Female,Married,6
65,52909,Male,Married,9
23,44073,Female,Single,14
26,167277,Female,Married,13
20,111229,Male,Married,4
48,39213,Male,Married,3
38,121829,Male,Divorced,14
38,111134,Prefer Not to Say,Divorced,3
19,78855,Male,Divorced,6
56,80928,Female,Divorced,1
32,183285,Male,Married,25
59,153097,Male,Divorced,15
42,93502,Female,Married,19
62,118371,Prefer Not to Say,Divorced,5
44,131223,Male,Divorced,8
23,8001,Prefer Not to Say,Divorced,18
38,36082,Female,Married,2
28,158395,Prefer Not to Say,Single,14
48,122588,Female,Single,6
46,135118,Female,Married,5
54,149258,Prefer Not to Say,Single,9
30,194791,Prefer Not to Say,Married,4
33,56746,Prefer Not to Say,Single,10
18,5061,Prefer Not to Say,Married,10
24,37576,Prefer Not to Say,Married,22
61,112113,Female,Married,4
31,138149,Female,Married,5
54,23799,Prefer Not to Say,Divorced,19
39,147577,Female,Divorced,9
26,146259,Female,Married,6
64,111296,Prefer Not to Say,Married,15
41,162219,Prefer Not to Say,Married,10
25,42360,Female,Divorced,21
35,101366,Male,Single,17
40,176608,Male,Divorced,4
59,151322,Male,Single,3
61,19067,Male,Married,18
61,16779,Prefer Not to Say,Divorced,20
23,29626,Female,Single,15
53,168364,Female,Married,15
34,199793,Male,Married,4
34,150443,Female,Divorced,8
48,13876,Prefer Not to Say,Single,19
56,147872,Prefer Not to Say,Married,19
60,192386,Female,Divorced,23
58,81761,Prefer Not to Say,Single,11
56,50286,Male,Single,18
24,91502,Prefer Not to Say,Married,1
54,112089,Female,Married,6
61,88306,Female,Divorced,20
48,90320,Male,Divorced,8
36,163373,Female,Married,21
58,171095,Male,Single,20
50,48556,Female,Divorced,23
50,83695,Prefer Not to Say,Divorced,22
65,156510,Male,Divorced,5
61,141180,Male,Married,3
45,134062,Male,Married,6
24,110361,Prefer Not to Say,Married,11
